number_of_rooms,floor,area,latitude,longitude,price
4,4,120.0,38.5871679,68.7869964,1060000
3,4,63.0,38.5853222,68.71890381645422,520000
1,4,41.0,38.5077678,68.7681578,290000
1,1,30.0,,,135000
3,4,74.0,38.52399065,68.74912565571961,907000
2,1,50.0,,,374000
4,1,80.0,38.5615057,68.739065,700000
2,2,58.0,38.54670385,68.74736905,550000
1,4,60.0,,,370000
4,2,80.0,38.5885533,68.7787884,445000
3,4,56.0,38.5305762,68.7763022,480000
2,2,56.0,38.5615057,68.739065,420000
2,6,52.0,38.5305762,68.7763022,220000
3,1,90.0,38.5858337,68.793715,250000
2,5,77.0,,,720000
3,1,64.0,38.5507163,68.8305472,1000000
4,4,50.0,,,542000
2,7,65.0,,,270000
1,1,25.0,38.5823233,68.74831405,230000
2,11,60.0,38.5849938,68.7245146,237300
6,3,220.0,,,1824000
3,3,76.0,38.584950250000006,68.76348722496377,915000
1,2,28.0,38.5305762,68.7763022,196000
4,4,85.0,38.52225355,68.74991793788521,577777
2,7,68.0,38.5615057,68.739065,365000
1,3,28.0,38.5626183,68.785379,264600
2,6,60.0,38.5615057,68.739065,360000
2,8,53.0,38.562076,68.7984058,570000
3,7,121.0,38.5834656,68.7891768,1040000
4,5,100.0,38.5615057,68.739065,850000
3,1,60.0,38.55966,68.7514043,416000
3,10,83.0,,,627000
2,1,40.0,38.50599805,68.75511569013814,230000
3,10,103.0,38.5707484,68.7886955,830000
2,6,58.0,38.5849938,68.7245146,400000
2,7,78.0,,,615000
1,2,30.0,38.5305762,68.7763022,155000
4,2,76.0,38.5615057,68.739065,560000
5,14,225.0,,,1824000
2,3,61.0,38.584950250000006,68.76348722496377,850000
2,3,61.0,38.5615057,68.739065,272000
1,6,52.0,,,291000
3,4,120.0,38.5507163,68.8305472,1400000
2,4,50.0,,,395000
2,6,47.0,38.5615057,68.739065,165000
2,7,72.0,38.58527165,68.7282739598053,360000
3,2,50.0,,,770000
1,3,40.0,38.5305762,68.7763022,156000
2,4,64.0,38.5829199,68.71853950433649,427500
3,7,82.0,38.5853222,68.71890381645422,510000
2,6,72.0,38.5635832,68.7537962,499000
4,3,155.0,38.5208346,68.74790775,1539000
2,12,78.0,38.5686785,68.79479377896965,475000
2,6,60.0,38.5305762,68.7763022,500000
2,9,67.0,38.5871679,68.7869964,684000
2,1,65.0,38.5507163,68.8305472,410000
3,2,64.0,38.5853222,68.71890381645422,520000
5,4,50.0,,,847359
1,2,30.0,38.5305762,68.7763022,150000
2,1,54.0,38.5849938,68.7245146,440500
2,6,74.0,38.5853222,68.71890381645422,518000
2,2,50.0,38.5305762,68.7763022,200000
3,1,77.0,38.5305762,68.7763022,570000
2,2,46.0,38.5615057,68.739065,235000
2,4,48.0,38.5849938,68.7245146,382000
2,4,52.0,38.5615057,68.739065,475000
4,3,135.0,38.5739136,68.7854047,2150000
2,3,52.0,38.5425835,68.81521423589763,450000
2,10,111.0,38.52225355,68.74991793788521,570000
3,17,118.0,,,610000
2,13,65.0,38.5615057,68.739065,385000
1,12,61.0,,,348000
3,12,106.0,,,604000
1,14,60.0,,,342000
1,13,57.0,38.58096865,68.79602632635067,325000
2,10,96.0,,,635000
3,1,80.0,38.52225355,68.74991793788521,820000
2,7,78.0,,,461000
2,9,53.0,38.5296206,68.74739629999999,385000
4,4,60.0,,,265000
1,10,50.0,,,384000
3,2,110.0,38.4881522,68.7153354,1140000
3,5,50.0,,,810000
2,3,93.0,38.5507163,68.8305472,795000
2,9,58.0,,,289000
2,9,46.0,,,230000
4,5,100.0,38.58527165,68.7282739598053,570000
4,6,156.0,38.5425835,68.81521423589763,1140000
3,4,63.0,38.5575994,68.76368975457416,490000
3,12,80.0,38.52225355,68.74991793788521,718000
2,2,45.0,38.5615057,68.739065,397000
3,2,75.0,38.54670385,68.74736905,624000
3,9,78.0,38.5615057,68.739065,390000
3,5,50.0,,,590000
3,2,45.0,38.57144665,68.75630004640139,400000
2,6,56.0,38.5615057,68.739065,310000
2,5,69.0,38.5615057,68.739065,420000
1,16,61.0,38.5615057,68.739065,243000
2,2,55.0,38.5615057,68.739065,300000
2,9,50.0,,,370000
2,3,42.0,38.5615057,68.739065,320000
1,2,36.0,38.5305762,68.7763022,300000
1,8,48.0,38.5615057,68.739065,218800
1,7,49.0,38.5615057,68.739065,223440
2,7,71.0,38.5615057,68.739065,323760
2,6,93.0,38.5615057,68.739065,424000
6,10,210.0,,,1486800
3,4,55.0,38.5615057,68.739065,420000
1,5,47.0,38.5615057,68.739065,241100
6,12,190.0,,,1413600
6,14,170.0,,,1224000
6,4,150.0,,,1260000
1,5,44.0,38.5615057,68.739065,223740
1,4,29.0,38.5845918,68.7871317,360000
3,11,100.0,,,513000
3,12,80.0,,,695500
2,10,44.0,,,513000
2,11,86.0,,,598560
1,4,47.0,38.5615057,68.739065,241110
2,13,76.0,,,556320
2,15,66.0,,,467280
5,5,56.0,38.5655987,68.8064792,463680
6,9,228.0,,,1641600
1,10,47.0,38.5644634,68.7598051,241000
6,11,208.0,,,1572480
1,3,50.0,38.5540499,68.78854784999999,230000
2,10,51.0,,,592800
3,19,143.0,,,684684
6,13,188.0,,,1376160
1,4,44.0,38.5615057,68.739065,223740
2,10,80.0,38.5635832,68.7537962,360000
2,5,74.0,38.5540499,68.78854784999999,270000
1,10,47.0,,,535000
2,15,98.0,38.5737759,68.8016005,614500
5,11,141.0,,,981360
3,13,91.0,,,912000
4,15,218.0,38.5737759,68.8016005,1880000
2,8,74.0,,,807000
5,13,131.0,,,958920
3,9,140.0,,,1117000
3,7,97.0,38.5208346,68.74790775,1100000
2,8,73.0,38.5575994,68.76368975457416,350000
1,17,64.0,38.5683072,68.7866566,308000
5,15,121.0,,,856680
3,12,80.0,38.5615057,68.739065,582000
1,8,47.0,38.5736713,68.7948765,322000
2,16,86.0,,,461000
2,7,62.0,,,690000
5,5,111.0,38.5655987,68.8064792,919080
5,3,97.0,,,638400
2,14,75.0,,,513000
2,16,103.0,,,645810
2,6,70.0,,,660000
1,10,71.0,,,809400
2,2,70.0,38.5849938,68.7245146,433200
3,10,130.0,,,920400
3,5,129.0,38.562076,68.7984058,1710000
2,7,65.0,38.52225355,68.74991793788521,624800
3,1,68.0,38.52225355,68.74991793788521,550000
1,14,59.0,,,320000
1,3,47.0,38.5615057,68.739065,241110
2,6,68.0,,,627000
3,9,100.0,38.5605563,68.7480733,850000
3,10,65.0,,,775200
3,12,110.0,,,818400
3,4,90.0,38.54670385,68.74736905,798000
3,12,66.0,,,862500
3,7,80.0,38.5305762,68.7763022,496000
3,14,90.0,,,648000
2,11,46.0,38.5077678,68.7681578,433000
2,6,59.0,38.5849938,68.7245146,409000
2,10,61.0,38.5853222,68.71890381645422,494000
3,12,90.0,,,534000
3,4,70.0,,,588000
1,3,49.0,38.5615057,68.739065,251370
3,5,72.0,38.5849938,68.7245146,569999
2,20,127.0,,,1026000
4,2,120.0,,,1368000
2,3,93.0,38.5615057,68.739065,477000
2,7,58.0,,,466320
2,2,61.0,38.54383815,68.7246305,567500
6,5,172.0,38.5655987,68.8064792,1424160
2,3,40.0,38.5615057,68.739065,290000
1,2,36.0,38.5615057,68.739065,184700
2,3,70.0,38.5615057,68.739065,470000
3,10,50.0,,,500000
1,2,47.0,38.5615057,68.739065,241110
5,7,113.0,,,908520
3,2,76.0,38.5701725,68.79908553033094,576840
1,2,44.0,,,225700
3,12,80.0,38.5615057,68.739065,598000
3,6,74.0,,,603840
6,6,134.0,,,1093440
2,3,56.0,38.5615057,68.739065,287280
1,7,37.0,38.5112209,68.73803768568288,168720
4,5,92.0,38.5655987,68.8064792,761760
1,3,36.0,38.5112209,68.73803768568288,183800
1,2,41.0,38.5615057,68.739065,210330
1,7,43.0,,,345720
1,11,48.0,38.5112209,68.73803768568288,190680
1,9,49.0,38.5112209,68.73803768568288,222460
1,7,47.0,38.5112209,68.73803768568288,214320
1,6,49.0,38.5615057,68.739065,251370
3,3,56.0,,,548000
1,8,48.0,38.5112209,68.73803768568288,216960
1,3,49.0,,,251370
6,5,152.0,38.5655987,68.8064792,1258560
2,14,52.0,38.5112209,68.73803768568288,209475
2,8,73.0,38.574059,68.74034,1007000
2,23,70.0,,,1132000
1,11,44.0,38.5112209,68.73803768568288,174020
1,3,66.0,,,531000
4,5,115.0,,,798000
1,8,46.0,,,337200
1,11,37.0,38.5112209,68.73803768568288,147630
1,13,48.0,38.5112209,68.73803768568288,184800
2,7,61.0,38.5859732,68.79927069760828,483000
1,5,47.0,38.5112209,68.73803768568288,241110
1,7,41.0,38.5112209,68.73803768568288,186960
2,10,93.0,38.562076,68.7984058,529000
2,6,57.0,,,465120
1,3,36.0,38.5112209,68.73803768568288,183060
2,10,96.0,38.5834656,68.7891768,763000
3,3,47.0,38.5112209,68.73803768568288,241110
1,7,36.0,38.5112209,68.73803768568288,162720
2,7,86.0,,,485000
1,2,44.0,38.5112209,68.73803768568288,225720
1,10,41.0,38.5112209,68.73803768568288,186140
1,12,91.0,38.4881522,68.7153354,446000
1,3,41.0,38.5112209,68.73803768568288,209407
6,4,170.0,,,1428000
1,12,41.0,38.5112209,68.73803768568288,162872
2,11,77.0,,,740000
1,12,33.0,38.5112209,68.73803768568288,131092
1,10,47.0,38.5112209,68.73803768568288,213380
2,2,81.0,38.5615057,68.739065,415530
1,4,43.0,38.5112209,68.73803768568288,220500
1,7,44.0,,,200000
1,11,44.0,38.5112209,68.73803768568288,175560
5,6,112.0,,,913920
1,2,49.0,38.5615057,68.739065,251370
1,13,33.0,38.5112209,68.73803768568288,131670
1,9,33.0,38.5112209,68.73803768568288,150480
1,11,41.0,38.5112209,68.73803768568288,163590
3,5,72.0,38.5655987,68.8064792,596160
2,2,93.0,38.5615057,68.739065,477000
1,9,41.0,38.5112209,68.73803768568288,186532
2,14,53.0,38.4881522,68.7153354,460000
2,5,50.0,,,700000
2,2,71.0,38.5615057,68.739065,364230
6,5,132.0,38.5655987,68.8064792,1092960
2,4,76.0,38.52225355,68.74991793788521,650000
4,4,90.0,,,756000
1,6,42.0,,,342720
3,14,112.0,38.5305762,68.7763022,660000
6,10,190.0,,,1345200
1,4,59.0,38.5615057,68.739065,247000
6,12,170.0,,,1264800
6,4,130.0,,,1092000
2,12,72.0,38.52225355,68.74991793788521,499000
6,14,150.0,,,1080000
1,13,48.0,38.5305762,68.7763022,255000
4,7,90.0,38.5215622,68.74921245,570000
4,9,148.0,,,1065600
4,11,128.0,,,967680
4,7,130.0,38.5305762,68.7763022,950000
4,13,108.0,,,790560
1,11,71.0,,,494160
4,4,64.0,38.529454,68.7586895,600000
1,13,61.0,,,446520
1,5,41.0,38.5655987,68.8064792,339480
1,15,51.0,,,361080
6,9,208.0,,,1497600
6,11,188.0,,,1421280
6,13,168.0,,,1229760
3,4,50.0,,,320000
4,9,70.0,38.5305762,68.7763022,520000
5,3,90.0,38.5208346,68.74790775,640000
1,2,33.0,38.5305762,68.7763022,160000
3,5,68.0,38.5849938,68.7245146,445000
1,3,42.0,38.5849938,68.7245146,302000
2,4,55.0,,,462000
4,5,80.0,38.5853222,68.71890381645422,445000
1,8,44.0,38.5792007,68.8003466,348480
2,12,67.0,,,490000
2,10,85.0,,,601800
2,12,75.0,,,558000
2,14,65.0,,,468000
6,8,226.0,38.5507163,68.8305472,1654320
3,4,50.0,38.5615057,68.739065,365000
6,10,206.0,,,1582080
6,12,186.0,,,1383840
1,10,67.0,38.5507163,68.8305472,305000
5,10,140.0,,,991200
5,12,130.0,,,967200
2,10,66.0,38.5615057,68.739065,570000
5,4,110.0,,,924000
5,14,120.0,,,864000
4,7,90.0,,,592000
2,2,70.0,,,433000
1,8,66.0,38.5962604,68.7519009,451400
3,9,128.0,,,921600
2,9,60.0,38.5615057,68.739065,390000
2,12,103.0,38.5707484,68.7886955,707610
3,5,90.0,,,820000
3,8,54.0,,,479000
4,11,180.0,,,2537000
3,4,70.0,38.5305762,68.7763022,650000
2,15,95.0,38.5631138,68.7919442,499000
2,7,88.0,38.5707484,68.7886955,559000
2,6,77.0,,,614460
1,1,30.0,,,340000
2,7,50.0,,,650000
2,5,50.0,,,375000
2,2,40.0,38.5871679,68.7869964,340000
1,2,32.0,38.5507163,68.8305472,195000
3,2,60.0,38.5853222,68.71890381645422,500000
2,12,63.0,38.5507163,68.8305472,430000
3,2,80.0,38.5305762,68.7763022,340000
2,4,48.0,38.5305762,68.7763022,340000
2,2,60.0,,,650000
2,0,50.0,38.5305762,68.7763022,130000
4,5,136.0,38.5853222,68.71890381645422,1100000
1,3,34.0,38.5575994,68.76368975457416,308000
6,2,155.0,38.52225355,68.74991793788521,1500000
1,1,35.0,38.5507163,68.8305472,480000
3,11,80.0,38.5234594,68.74951586109968,779000
2,17,62.0,38.5575994,68.76368975457416,400000
2,11,80.0,38.562076,68.7984058,912000
3,2,70.0,38.5425835,68.81521423589763,600000
2,5,60.0,38.5266002,68.74827971106365,490000
2,8,50.0,38.5602287,68.8263841,456000
3,10,90.0,38.58527165,68.7282739598053,410000
2,1,55.0,38.55014405,68.76102166353772,376000
2,14,98.0,38.584950250000006,68.76348722496377,741000
1,3,37.0,38.5305762,68.7763022,330000
1,5,53.0,38.5305762,68.7763022,249000
1,5,48.0,38.5305762,68.7763022,228000
2,14,50.0,,,431000
3,7,102.0,38.5615057,68.739065,655000
1,1,76.0,38.5507163,68.8305472,380000
2,14,53.0,38.4881522,68.7153354,470000
1,4,40.0,38.5305762,68.7763022,350000
4,5,110.0,38.5425835,68.81521423589763,681000
3,1,70.0,38.5234594,68.74951586109968,600000
2,5,75.0,38.5834656,68.7891768,998000
3,1,70.0,,,560000
1,9,43.0,38.5853222,68.71890381645422,270000
3,4,60.0,38.5305762,68.7763022,450000
1,5,50.0,38.5776615,68.7225776,295000
2,2,43.0,38.5425835,68.81521423589763,460000
2,1,46.0,38.5425835,68.81521423589763,350000
2,6,64.0,,,235000
2,4,50.0,38.5389415,68.76361308837454,440000
2,2,38.0,38.5635832,68.7537962,400000
1,3,54.0,38.5853222,68.71890381645422,365000
3,2,118.0,,,769500
3,4,43.0,38.5270614,68.76813175000001,340000
1,12,85.0,,,485000
3,10,100.0,38.5234594,68.74951586109968,945000
2,6,80.0,38.5858337,68.793715,736450
2,7,85.0,38.5686582,68.7850622,800000
4,1,60.0,,,450000
2,7,70.0,38.52225355,68.74991793788521,620000
3,5,110.0,38.56567,68.811802,700000
1,1,30.0,,,175000
2,6,64.0,38.5858337,68.793715,700000
4,4,71.0,38.5425835,68.81521423589763,470000
2,6,51.0,38.5100357,68.7339248,320000
2,6,66.0,38.5615057,68.739065,530000
4,16,121.0,38.5305762,68.7763022,580000
1,14,33.0,38.5615057,68.739065,139194
1,11,43.0,38.5615057,68.739065,171570
1,5,36.0,38.5112209,68.73803768568288,184680
1,4,36.0,38.5112209,68.73803768568288,184680
2,6,50.0,38.5615057,68.739065,330000
3,2,80.0,38.5858337,68.793715,190000
1,4,45.0,38.5615057,68.739065,396000
4,4,72.0,38.5589161,68.7695765,588770
3,2,114.0,38.5305762,68.7763022,715050
3,6,74.0,38.5707484,68.7886955,960000
3,3,72.0,38.54670385,68.74736905,930000
3,9,84.0,38.57144665,68.75630004640139,620000
3,5,75.0,,,460000
1,3,30.0,38.5621345,68.75583104243432,250000
1,5,40.0,38.5615057,68.739065,283000
3,1,70.0,,,620000
1,1,31.0,38.5615057,68.739065,230000
1,1,55.0,38.5208346,68.74790775,456000
1,12,60.0,38.58527165,68.7282739598053,240000
1,4,27.0,38.5305762,68.7763022,235000
3,4,110.0,38.52171765,68.74869761629216,946000
3,13,94.0,38.5507163,68.8305472,500000
1,8,46.0,38.5871679,68.7869964,370000
3,1,71.0,38.5305762,68.7763022,300000
2,12,61.0,38.5305762,68.7763022,329000
3,5,60.0,,,587000
1,11,50.0,,,350000
2,1,50.0,,,390000
1,11,55.0,38.5615057,68.739065,165000
1,16,55.0,38.5507163,68.8305472,316000
3,7,70.0,38.5215622,68.74921245,690000
3,12,50.0,,,715000
1,3,34.0,38.5507163,68.8305472,300000
2,6,50.0,,,270000
3,11,108.0,,,816480
3,13,88.0,,,644160
6,9,188.0,,,1353600
6,11,168.0,,,1270080
2,6,47.0,38.5615057,68.739065,400000
2,9,85.0,,,600000
6,13,148.0,,,1083360
4,8,146.0,38.5507163,68.8305472,1068720
2,14,88.0,38.5707484,68.7886955,597000
4,14,126.0,38.569251,68.79195,967680
2,1,44.0,38.5776615,68.7225776,433000
5,3,100.0,38.5234594,68.74951586109968,672600
4,12,106.0,,,788640
2,5,42.0,38.5635832,68.7537962,421800
1,4,50.0,,,336000
1,11,68.0,38.5871679,68.7869964,347000
1,10,70.0,,,495600
1,12,60.0,,,446400
3,5,50.0,,,450000
1,14,50.0,,,360000
1,12,48.0,38.5834656,68.7891768,285000
6,8,206.0,38.5507163,68.8305472,1507920
6,10,186.0,38.569251,68.79195,1428480
6,12,166.0,,,1235040
2,9,84.0,,,604800
2,11,74.0,,,559440
2,2,40.0,38.54557415,68.82363701984585,360000
2,13,64.0,,,468480
6,7,224.0,,,1666560
4,7,90.0,,,591760
6,11,184.0,,,1391040
5,9,139.0,,,1000800
5,11,129.0,,,975240
5,13,119.0,,,871080
3,8,126.0,38.5507163,68.8305472,922320
3,8,106.0,,,814080
1,8,42.0,38.5305762,68.7763022,310000
3,12,86.0,,,639840
6,12,146.0,,,1086240
6,7,186.0,38.5507163,68.8305472,1361520
3,13,130.0,38.4881522,68.7153354,850000
3,6,50.0,,,1420000
6,10,166.0,,,1274880
3,5,57.0,38.5507163,68.8305472,460000
3,3,127.0,38.5853222,68.71890381645422,850000
4,11,104.0,,,786240
4,7,144.0,,,1071360
4,9,124.0,,,967200
1,13,49.0,,,358680
3,13,90.0,,,379000
1,9,69.0,,,496800
1,11,59.0,,,446040
4,4,95.0,38.54670385,68.74736905,775000
6,11,164.0,,,1239840
2,2,55.0,38.52225355,68.74991793788521,420000
6,7,204.0,,,1517760
6,7,184.0,,,1435200
2,8,83.0,38.5507163,68.8305472,607560
2,10,73.0,38.569251,68.79195,560640
4,7,160.0,38.5208346,68.74790775,1800000
1,16,44.0,38.5615057,68.739065,140000
2,12,63.0,,,468720
6,10,182.0,,,1397760
4,2,50.0,,,700000
6,6,222.0,,,1678320
2,11,62.0,38.5737759,68.8016005,255000
6,8,202.0,,,1599840
5,12,118.0,,,877920
2,7,46.0,38.58569185,68.72512473468157,300000
5,8,138.0,,,1010160
5,10,128.0,,,983040
4,3,68.0,38.5823233,68.74831405,627000
3,11,84.0,,,635040
3,7,124.0,,,922560
2,8,72.0,38.5615057,68.739065,810000
3,9,104.0,,,811200
6,9,184.0,,,1368960
3,6,132.0,38.5507163,68.8305472,1050600
6,9,164.0,,,1279200
6,11,144.0,,,1088640
4,8,122.0,,,966240
4,6,142.0,,,1073520
4,10,102.0,,,783360
1,8,68.0,,,497760
1,10,58.0,,,445440
6,6,202.0,,,1527120
1,11,32.0,38.52874565,68.7448214,169000
6,9,182.0,,,1441440
6,10,162.0,,,1244160
2,7,82.0,,,610080
2,9,72.0,,,561600
5,3,83.0,38.5234594,68.74951586109968,965000
2,11,62.0,,,468720
6,7,220.0,,,1689600
6,7,200.0,,,1608000
6,9,180.0,,,1404000
5,7,137.0,,,1019280
5,9,127.0,,,990600
3,11,83.0,38.54557415,68.82363701984585,595000
5,11,117.0,,,884520
2,6,58.0,38.5853222,68.71890381645422,460000
3,6,122.0,,,922320
3,8,102.0,,,807840
3,10,82.0,,,629760
6,6,182.0,,,1375920
6,8,162.0,,,1283040
6,10,142.0,,,1090560
4,5,140.0,,,1075200
4,7,120.0,,,964800
4,9,100.0,,,780000
1,7,67.0,,,498480
1,9,57.0,,,444600
2,6,38.0,38.5615057,68.739065,180000
3,6,108.0,38.5834656,68.7891768,800000
3,15,95.0,38.5507163,68.8305472,570000
3,1,75.0,38.5615057,68.739065,456000
1,11,47.0,,,355320
2,12,60.0,38.5507163,68.8305472,337185
6,5,200.0,,,1536000
4,3,82.0,38.5208346,68.74790775,750000
5,5,140.0,38.5902908,68.73696025314088,1100000
3,8,88.0,38.54670385,68.74736905,700000
3,2,70.0,38.52225355,68.74991793788521,650000
6,7,180.0,,,1447200
6,9,160.0,,,1248000
1,7,45.0,38.58980425,68.78555936331782,240000
2,6,81.0,,,612360
2,8,71.0,,,562320
3,5,60.0,38.5615057,68.739065,370000
2,12,60.0,38.54557415,68.82363701984585,210000
2,10,61.0,,,468480
2,11,52.0,38.5871679,68.7869964,548000
2,12,66.0,38.5834656,68.7891768,340000
6,9,218.0,,,1700400
6,6,198.0,,,1615680
2,8,92.0,38.5853222,68.71890381645422,740000
6,8,178.0,38.5792007,68.8003466,1409760
5,6,136.0,,,1028160
3,15,103.0,38.5834656,68.7891768,680000
5,8,126.0,,,997920
5,10,116.0,,,890880
2,14,76.0,38.5507163,68.8305472,524000
3,5,120.0,,,921600
3,7,100.0,,,804000
1,11,80.0,38.584950250000006,68.76348722496377,520000
3,9,80.0,,,624000
1,13,57.0,38.584950250000006,68.76348722496377,295000
6,9,140.0,,,1092000
1,17,50.0,,,330000
6,5,180.0,38.57662755,68.74833726137513,1382400
1,13,69.0,38.5853222,68.71890381645422,179000
6,7,160.0,38.562076,68.7984058,1286400
4,8,98.0,38.5792007,68.8003466,776160
4,8,118.0,,,962880
4,4,50.0,,,1076400
1,10,46.0,,,353280
2,2,60.0,,,524000
5,2,121.0,,,1182770
1,3,40.0,38.5849938,68.7245146,300000
3,3,63.0,38.54670385,68.74736905,590000
3,12,110.0,,,930000
1,10,46.0,38.5305762,68.7763022,235000
3,8,70.0,,,700000
3,7,106.0,38.6073612,68.76542276524367,360000
1,4,32.0,38.5507163,68.8305472,307000
2,11,48.0,38.5507163,68.8305472,220000
3,9,50.0,,,630000
2,5,58.0,38.5853222,68.71890381645422,420000
2,6,77.0,38.5507163,68.8305472,560000
4,3,65.0,38.5425835,68.81521423589763,600000
4,3,100.0,38.5635832,68.7537962,680000
2,8,50.0,,,383387
1,2,43.0,38.5507163,68.8305472,295000
4,2,50.0,,,627000
2,12,58.0,38.5853222,68.71890381645422,350000
3,5,90.0,38.5575994,68.76368975457416,850000
3,8,89.0,38.5305762,68.7763022,440000
4,4,100.0,38.52399065,68.74912565571961,757000
4,4,80.0,38.5234594,68.74951586109968,682200
2,3,56.0,38.5100357,68.7339248,380000
3,9,125.0,,,1315000
3,4,80.0,38.562076,68.7984058,945000
2,5,50.0,,,450000
3,4,80.0,38.5615057,68.739065,680000
3,2,70.0,38.562076,68.7984058,645000
1,6,66.0,,,498960
1,4,45.0,38.54670385,68.74736905,350000
1,8,56.0,38.5858337,68.793715,443520
2,15,55.0,38.584950250000006,68.76348722496377,700000
1,5,40.0,38.5853222,68.71890381645422,115000
1,4,60.0,,,312000
6,4,198.0,38.5613063,68.79839584999999,1544400
6,6,178.0,,,1452480
2,13,64.0,38.5615057,68.739065,195000
1,6,60.0,38.5871679,68.7869964,376000
6,8,158.0,38.5792007,68.8003466,1251360
3,7,50.0,,,639000
3,6,137.0,,,773000
4,17,123.0,38.5737759,68.8016005,1117200
5,13,145.0,,,917120
3,6,132.0,38.584950250000006,68.76348722496377,899000
3,9,116.0,,,865000
1,5,40.0,38.5425835,68.81521423589763,300000
1,4,64.0,38.5871679,68.7869964,401000
2,7,80.0,38.57662755,68.74833726137513,614400
1,2,28.0,38.5507163,68.8305472,353000
2,7,70.0,,,562800
2,9,60.0,,,468000
2,3,53.0,,,360000
6,7,176.0,,,1415040
1,5,52.0,38.5885533,68.7787884,149000
1,3,50.0,38.5540499,68.78854784999999,230000
4,7,130.0,,,940000
3,11,132.0,38.5853222,68.71890381645422,433000
3,9,80.0,38.54557415,68.82363701984585,500000
5,4,102.0,38.58288255,68.7482971,749000
3,4,68.0,38.58569185,68.72512473468157,475000
2,5,58.0,38.5849938,68.7245146,400000
3,7,85.0,,,700000
2,5,70.0,38.55014405,68.76102166353772,405000
2,4,55.0,38.5266002,68.74827971106365,380000
2,2,60.0,38.54670385,68.74736905,512000
2,2,73.0,38.5853222,68.71890381645422,572000
4,17,122.0,38.5737759,68.8016005,1113000
2,10,110.0,38.54557415,68.82363701984585,530000
1,8,54.0,38.5853222,68.71890381645422,190000
3,5,160.0,38.58096865,68.79602632635067,1003200
3,5,63.0,38.5615057,68.739065,455000
3,14,113.0,,,773000
1,13,58.0,,,297800
4,5,117.0,38.5871679,68.7869964,1000000
4,9,147.0,,,1938000
6,15,216.0,,,1529280
6,5,196.0,38.5751369,68.7910207,1622880
5,9,115.0,,,897000
1,7,58.0,38.5615057,68.739065,210000
5,5,135.0,38.57662755,68.74833726137513,1036800
5,7,125.0,,,1005000
3,6,118.0,,,920400
3,2,77.0,38.5615057,68.739065,772000
2,1,76.0,38.5615057,68.739065,460000
3,5,83.0,38.5736713,68.7948765,649800
3,8,78.0,38.5792007,68.8003466,617760
6,4,178.0,,,1388400
6,6,158.0,,,1289280
3,10,131.0,,,821000
2,8,71.0,38.5736713,68.7948765,526100
6,8,138.0,38.5792007,68.8003466,1092960
2,8,74.0,38.5858337,68.793715,440000
1,9,40.0,38.5507163,68.8305472,310000
4,15,136.0,,,962880
4,5,116.0,38.5751369,68.7910207,960480
4,7,96.0,,,771840
1,5,65.0,38.57662755,68.74833726137513,499200
1,7,55.0,,,442200
2,16,56.0,38.5829199,68.71853950433649,140000
3,5,80.0,38.5615057,68.739065,650000
2,8,65.0,38.5834656,68.7891768,469000
2,4,56.0,,,390000
3,2,80.0,,,695000
2,8,60.0,38.5615057,68.739065,620000
1,4,35.0,,,364000
1,4,35.0,,,365000
1,9,75.0,,,399999
2,4,70.0,38.5507163,68.8305472,397250
1,11,52.0,38.5507163,68.8305472,267926
1,11,50.0,38.5507163,68.8305472,256000
3,9,80.0,38.4881522,68.7153354,510000
4,5,90.0,38.5112209,68.73803768568288,495000
5,4,180.0,38.584950250000006,68.76348722496377,2260000
2,14,59.0,,,455000
5,5,100.0,38.5615057,68.739065,580000
1,13,70.0,38.5736713,68.7948765,530000
3,5,80.0,38.58527165,68.7282739598053,575000
1,7,42.0,38.584950250000006,68.76348722496377,375000
2,5,46.0,38.5507163,68.8305472,290000
2,1,50.0,38.5615057,68.739065,340000
2,2,60.0,38.5615057,68.739065,431000
4,5,142.0,,,1020000
1,1,54.0,,,310000
1,1,50.0,38.5615057,68.739065,287000
3,3,80.0,38.5615057,68.739065,692500
2,13,64.0,38.5853222,68.71890381645422,189000
1,5,41.0,38.5853222,68.71890381645422,128000
3,4,80.0,38.5507163,68.8305472,680000
2,20,64.0,,,115000
1,20,59.0,38.5853222,68.71890381645422,94000
1,20,41.0,38.5853222,68.71890381645422,77000
5,4,120.0,38.5305762,68.7763022,850000
2,2,44.0,38.53839425,68.754725015596,315000
3,10,100.0,38.5234594,68.74951586109968,940500
3,2,100.0,38.5575994,68.76368975457416,600000
2,6,75.0,38.584950250000006,68.76348722496377,500000
3,5,109.0,38.5507163,68.8305472,787000
1,6,45.0,38.54383815,68.7246305,376200
3,1,65.0,,,579
1,9,44.0,38.5853222,68.71890381645422,310000
3,3,70.0,38.5615057,68.739065,467000
2,11,63.0,38.5615057,68.739065,450000
1,2,64.0,38.5234594,68.74951586109968,349000
3,3,118.0,38.52225355,68.74991793788521,1400000
3,2,100.0,38.563966,68.7969471,1700000
2,14,90.0,38.5507163,68.8305472,481000
5,5,165.0,38.584950250000006,68.76348722496377,1800000
3,8,97.0,38.5858337,68.793715,1130000
2,7,93.0,38.5871679,68.7869964,785000
3,10,70.0,38.5853222,68.71890381645422,486000
2,4,78.0,38.52225355,68.74991793788521,660000
3,2,61.0,38.5507163,68.8305472,536236
2,2,36.0,38.5507163,68.8305472,390000
3,11,65.0,38.5215622,68.74921245,450000
