number_of_rooms,floor,area,latitude,longitude,price
2,7,70.0,38.5858337,68.793715,610000
2,1,48.0,38.5615057,68.739065,363000
1,13,51.0,38.5507163,68.8305472,340500
4,1,80.0,,,592800
3,11,113.0,38.5869076,68.7506156,620000
3,5,80.0,38.5615057,68.739065,340000
4,1,87.0,38.5305762,68.7763022,955000
2,5,48.0,38.5305762,68.7763022,370500
3,14,93.0,38.5266002,68.74827971106365,450000
2,11,78.0,38.5507163,68.8305472,532000
2,9,50.0,38.5808758,68.785979,550000
2,14,71.0,38.5305762,68.7763022,300000
3,11,132.0,38.5853222,68.71890381645422,425000
2,2,53.0,38.5858337,68.793715,240000
1,2,33.0,38.5615057,68.739065,330000
1,2,32.0,38.5615057,68.739065,290000
2,5,63.0,38.5305762,68.7763022,485000
1,2,53.0,38.5112209,68.73803768568288,320000
1,3,41.0,38.5305762,68.7763022,200000
2,9,66.0,38.5615057,68.739065,220000
1,11,48.0,38.5615057,68.739065,205000
4,1,110.0,38.5704811,68.7868208,964750
2,2,37.0,38.5615057,68.739065,402500
1,4,53.0,38.5112209,68.73803768568288,195000
1,9,44.0,38.5853222,68.71890381645422,320000
5,4,63.0,38.5305762,68.7763022,590000
2,4,50.0,38.58527165,68.7282739598053,315000
2,5,64.0,,,380000
3,12,144.0,,,935640
2,3,47.0,38.5208346,68.74790775,434000
2,6,77.0,38.50599805,68.75511569013814,380000
4,3,65.0,38.5853222,68.71890381645422,630000
2,17,60.0,38.5575994,68.76368975457416,399000
5,11,128.0,,,853760
1,7,53.0,38.5077678,68.7681578,175000
2,4,76.0,,,577000
4,4,115.0,,,1368000
1,16,52.0,,,420000
3,6,117.0,38.5305762,68.7763022,750000
1,5,41.0,38.5077678,68.7681578,310000
2,11,50.0,38.5305762,68.7763022,290000
2,1,66.0,38.5853222,68.71890381645422,328000
1,1,49.0,38.5853222,68.71890381645422,244000
2,2,50.0,,,400000
1,7,50.0,,,423000
2,3,48.0,,,451555
5,13,141.0,,,908040
1,7,57.0,,,419520
3,17,104.0,,,586040
4,14,169.0,,,1166100
6,15,237.0,,,1635300
3,17,93.0,,,641700
2,14,65.0,38.5305762,68.7763022,320000
3,5,60.0,38.5849938,68.7245146,560000
4,5,65.0,38.5425835,68.81521423589763,618640
2,5,46.0,,,320000
1,16,45.0,38.5858337,68.793715,429000
3,9,64.0,38.5615057,68.739065,200000
2,5,76.0,38.54557415,68.82363701984585,587000
2,7,47.0,,,420000
2,6,56.0,38.5849938,68.7245146,435000
2,16,67.0,,,224000
2,5,42.0,38.5305762,68.7763022,420000
6,17,164.0,,,1131600
3,14,99.0,,,683100
3,3,60.0,38.5858337,68.793715,209000
3,9,72.0,38.5305762,68.7763022,326000
1,11,48.0,38.5456775,68.7773484,217000
2,15,88.0,,,607200
2,15,46.0,38.5622541,68.7941789,587600
2,10,76.0,38.4881522,68.7153354,801000
1,12,61.0,38.5688829,68.7908893,386000
1,11,50.0,38.5305762,68.7763022,226000
3,5,89.0,38.5305762,68.7763022,454000
4,4,108.0,38.54557415,68.82363701984585,720000
1,13,59.0,38.5853222,68.71890381645422,160000
3,8,112.0,38.5615057,68.739065,1150000
2,6,50.0,,,544800
1,11,37.0,,,380000
3,12,135.0,38.5208346,68.74790775,612900
3,4,48.0,,,338000
2,1,42.0,38.55857825,68.79582022080177,260000
2,11,96.0,,,600000
2,2,56.0,38.5615057,68.739065,320000
3,7,94.0,,,702650
5,16,178.0,,,1033820
1,16,54.0,,,329130
6,10,192.0,,,1313848
2,2,60.0,38.5598881,68.7943138,500000
1,2,26.0,38.5427547,68.8685532,260000
2,1,48.0,38.5887216,68.73026537888512,360000
1,4,27.0,38.5635832,68.7537962,240000
5,4,100.0,38.52399065,68.74912565571961,850000
1,5,33.0,38.5305762,68.7763022,175000
2,5,54.0,,,545000
3,12,95.0,38.5635832,68.7537962,885000
2,3,52.0,38.5507163,68.8305472,510000
4,3,65.0,,,515000
4,16,165.0,,,1138500
1,11,62.0,38.5234594,68.74951586109968,295000
2,9,68.0,38.56238815,68.80941509418605,817000
4,2,85.0,,,776000
1,2,40.0,38.5615057,68.739065,250000
2,5,48.0,38.5305762,68.7763022,180000
3,8,106.0,38.56319875,68.7890454757164,667000
2,4,47.0,,,550000
2,8,71.0,38.5639216,68.7965667,520000
1,14,53.0,38.5077678,68.7681578,165000
2,4,50.0,38.5507163,68.8305472,360000
4,3,90.0,38.5845918,68.7871317,890500
3,5,66.0,38.58288255,68.7482971,490000
1,10,47.0,38.5736713,68.7948765,535000
1,5,40.0,38.5305762,68.7763022,255000
3,2,80.0,38.5507163,68.8305472,975000
4,1,74.0,38.5305762,68.7763022,650000
4,17,277.0,38.5507163,68.8305472,1200000
2,13,70.0,38.5706843,68.7897228,570000
4,3,70.0,38.5902908,68.73696025314088,675000
3,5,74.0,38.5425835,68.81521423589763,485000
3,8,100.0,38.5305762,68.7763022,768500
3,2,97.0,,,925000
3,4,60.0,,,420000
2,10,50.0,38.5736713,68.7948765,587600
4,3,65.0,38.5305762,68.7763022,600000
2,3,68.0,38.5858337,68.793715,620000
1,3,55.0,,,280000
1,6,44.0,38.5077678,68.7681578,189000
2,3,53.0,38.5305762,68.7763022,410000
1,1,28.0,38.5112209,68.73803768568288,155000
3,4,64.0,38.5615057,68.739065,510000
1,1,50.0,,,310000
2,3,65.0,38.5785822,68.7898577,771120
2,8,45.0,38.5615057,68.739065,396000
1,3,25.0,38.5507163,68.8305472,300000
2,10,64.0,,,179000
2,3,89.0,38.5305762,68.7763022,426000
1,18,55.0,38.5853222,68.71890381645422,120000
3,4,72.0,38.5615057,68.739065,489999
4,2,60.0,38.5615057,68.739065,600000
4,2,70.0,38.5615057,68.739065,510000
2,11,77.0,,,320000
2,4,50.0,38.5885533,68.7787884,340000
2,7,60.0,38.5832623,68.7107404123386,310000
2,6,67.0,38.52225355,68.74991793788521,450000
2,11,101.0,38.5707484,68.7886955,649000
3,1,60.0,38.5615057,68.739065,600000
1,13,46.0,38.5507163,68.8305472,499999
3,4,94.0,38.5208346,68.74790775,1044200
3,1,70.0,38.5305762,68.7763022,650000
2,4,62.0,,,380000
1,3,32.0,38.5849938,68.7245146,250000
3,5,99.0,,,690000
3,6,53.0,,,280000
3,4,53.0,38.5834656,68.7891768,490000
3,1,70.0,38.5507163,68.8305472,460000
1,1,40.0,38.5234594,68.74951586109968,300000
2,8,46.0,38.54670385,68.74736905,399000
2,4,47.0,38.5208346,68.74790775,350000
2,13,50.0,,,480000
3,4,65.0,38.5615057,68.739065,450000
1,1,30.0,38.5112209,68.73803768568288,235000
2,5,66.0,38.5635832,68.7537962,547000
2,12,98.0,38.5688829,68.7908893,430000
6,10,146.0,,,990610
4,9,106.0,,,743590
6,17,233.0,,,1607700
3,10,77.0,38.52874565,68.7448214,433000
1,6,65.0,38.52225355,68.74991793788521,380000
5,16,238.0,,,1642200
3,12,114.0,,,740720
1,6,40.0,38.5858337,68.793715,390000
2,4,56.0,,,259900
2,12,54.0,38.5507163,68.8305472,531100
1,17,62.0,,,369330
2,12,57.0,38.5615057,68.739065,299800
6,11,270.0,,,1670000
6,18,231.0,,,1593900
3,4,78.0,38.54557415,68.82363701984585,795000
1,15,61.0,,,381620
3,9,126.0,,,883890
5,7,154.0,,,1152920
3,1,53.0,38.5615057,68.739065,478000
2,6,65.0,,,630000
3,4,80.0,,,644000
3,14,116.0,,,713690
3,11,100.0,38.5615057,68.739065,912000
4,17,163.0,,,1124700
2,1,45.0,38.5871679,68.7869964,300000
4,11,148.0,38.5507163,68.8305472,786235
1,13,60.0,38.5871679,68.7869964,542400
3,9,88.0,,,731987
2,17,65.0,38.5507163,68.8305472,310000
3,15,97.0,,,669300
1,14,53.0,,,339490
2,2,48.0,,,400000
2,16,87.0,38.57248245,68.72973673859121,600300
2,10,79.0,38.57248245,68.72973673859121,536010
1,8,53.0,38.5615057,68.739065,350000
1,9,41.0,38.5112209,68.73803768568288,186960
2,1,52.0,38.5112209,68.73803768568288,320000
4,10,112.0,,,766420
4,2,70.0,38.5215622,68.74921245,700000
1,6,32.0,38.5615057,68.739065,145000
2,3,59.0,38.5507163,68.8305472,407000
3,0,100.0,,,590000
5,4,100.0,38.5635832,68.7537962,750000
3,5,76.0,38.5871679,68.7869964,755000
2,9,56.0,,,300000
4,15,157.0,,,1083300
6,16,225.0,,,1552500
5,16,213.0,,,1469700
5,3,120.0,,,966000
2,14,84.0,38.5688829,68.7908893,579600
2,3,50.0,38.5507163,68.8305472,495000
2,4,76.0,,,599570
2,13,100.0,,,644000
6,17,184.0,,,1036840
6,3,140.0,,,1127000
2,2,48.0,38.5234594,68.74951586109968,490000
2,0,56.0,38.5112209,68.73803768568288,135000
1,8,51.0,38.5887216,68.73026537888512,320000
1,5,61.0,38.5615057,68.739065,282000
2,0,56.0,38.5112209,68.73803768568288,135000
2,2,49.0,38.5615057,68.739065,251370
4,4,87.0,38.5615057,68.739065,730000
2,0,56.0,,,135000
5,17,233.0,,,1607700
3,2,65.0,38.5305762,68.7763022,635000
4,13,121.0,,,779240
6,4,195.0,,,1569750
2,3,93.0,38.5871679,68.7869964,699000
3,10,103.0,38.5305762,68.7763022,697000
6,7,143.0,38.5688829,68.7908893,1052480
1,4,32.0,38.4369746,68.7768602,165000
5,4,110.0,,,855500
2,4,89.0,38.5639064,68.7881374,930000
4,11,130.0,,,1200000
1,12,67.0,,,449200
2,10,82.0,,,567690
2,9,66.0,,,462990
2,7,64.0,38.52225355,68.74991793788521,620000
6,16,164.0,,,1131600
1,3,46.0,38.5215622,68.74921245,430000
2,5,55.0,38.5615057,68.739065,200000
4,5,85.0,38.5635832,68.7537962,718000
3,2,54.0,38.5456775,68.7773484,400000
1,4,23.0,38.5507163,68.8305472,240000
3,4,60.0,38.5686582,68.7850622,480000
3,3,54.0,38.5902908,68.73696025314088,524400
2,12,63.0,38.52225355,68.74991793788521,365000
2,12,75.0,,,650000
3,6,50.0,,,965000
1,8,50.0,38.5507163,68.8305472,480000
2,9,76.0,38.58527165,68.7282739598053,620000
3,5,84.0,38.5853222,68.71890381645422,630000
2,1,40.0,38.5305762,68.7763022,215000
1,2,72.0,,,200000
4,3,65.0,38.5305762,68.7763022,740000
3,5,78.0,38.5615057,68.739065,580000
2,14,50.0,,,400000
1,7,67.0,38.5425835,68.81521423589763,348080
5,5,174.0,38.5507163,68.8305472,1220000
3,3,57.0,38.5305762,68.7763022,250000
2,8,72.0,38.54557415,68.82363701984585,530000
2,18,56.0,38.563966,68.7969471,678000
2,14,51.0,38.5736713,68.7948765,377900
3,6,80.0,38.58569185,68.72512473468157,450000
5,1,72.0,38.5615057,68.739065,687000
2,1,52.0,38.528353,68.7378714,420000
2,13,76.0,38.5686785,68.79479377896965,475000
5,5,100.0,,,580000
3,1,65.0,38.54557415,68.82363701984585,734100
4,10,50.0,,,627000
3,3,77.0,38.58569185,68.72512473468157,695000
3,9,96.0,38.5905467,68.7329119,800000
3,4,44.0,38.5635832,68.7537962,327700
1,1,35.0,,,165000
2,1,38.0,38.5635832,68.7537962,285000
2,1,31.0,38.52874565,68.7448214,190000
3,1,63.0,38.5507163,68.8305472,325000
2,4,55.0,38.5635832,68.7537962,520000
3,2,250.0,38.5858337,68.793715,200005
6,10,161.0,,,1092390
1,3,36.0,38.5615057,68.739065,363200
1,7,52.0,38.5507163,68.8305472,230000
3,3,80.0,38.5615057,68.739065,590000
5,7,124.0,,,912640
3,3,70.0,38.5507163,68.8305472,600000
2,17,65.0,38.5305762,68.7763022,300000
2,2,58.0,38.5615057,68.739065,363000
2,1,60.0,38.5305762,68.7763022,395000
2,9,70.0,38.4881522,68.7153354,504000
2,2,52.0,38.5507163,68.8305472,444600
2,9,42.0,,,370000
6,7,128.0,,,942080
3,4,49.0,38.5305762,68.7763022,508500
2,10,67.0,38.5507163,68.8305472,400000
4,16,220.0,38.5834656,68.7891768,1310000
3,11,78.0,38.5834656,68.7891768,501000
3,9,88.0,,,735000
1,5,41.0,,,317790
3,4,75.0,38.5615057,68.739065,455000
6,14,168.0,38.5688829,68.7908893,1159200
6,18,162.0,,,1117800
3,2,120.0,,,1212100
3,2,64.0,38.5615057,68.739065,650000
2,12,84.0,,,554480
4,16,118.0,,,685340
2,6,82.0,38.5507163,68.8305472,796000
4,8,140.0,,,1006320
5,6,138.0,,,1039560
5,18,228.0,,,1573200
5,15,218.0,,,1504200
1,13,62.0,,,535000
3,8,110.0,,,790630
4,10,133.0,38.5536898,68.7652048,1525000
6,15,182.0,,,1088360
6,14,229.0,,,1580100
6,14,220.0,,,1518000
4,14,159.0,,,1097100
2,3,49.0,38.5305762,68.7763022,175000
6,12,194.0,,,1260610
5,5,152.0,,,1171160
3,8,80.0,38.5425835,68.81521423589763,680000
2,2,48.0,38.5615057,68.739065,370000
2,9,50.0,,,430000
2,4,49.0,38.52399065,68.74912565571961,480000
5,14,223.0,,,1538700
4,2,123.0,38.5858337,68.793715,1202320
2,3,52.0,38.5686785,68.79479377896965,475000
2,6,50.0,38.5615057,68.739065,452000
2,2,48.0,38.5305762,68.7763022,210000
2,3,50.0,38.5540499,68.78854784999999,230000
1,5,52.0,,,154000
4,3,77.0,38.5425835,68.81521423589763,734000
4,1,84.0,38.52171765,68.74869761629216,540000
3,12,80.0,38.5215622,68.74921245,619000
3,9,118.0,38.5507163,68.8305472,1634400
3,8,50.0,,,510000
1,2,42.0,38.5823233,68.74831405,270000
2,12,80.0,38.54670385,68.74736905,735000
3,6,85.0,38.5208346,68.74790775,917000
5,4,90.0,38.5635832,68.7537962,738000
4,18,161.0,,,1110900
2,16,80.0,38.5311744,68.751064,415000
3,10,142.0,,,971630
6,13,150.0,,,948750
4,4,95.0,,,764750
4,2,90.0,,,1200000
3,10,100.0,38.5706843,68.7897228,899000
2,11,41.0,38.5853222,68.71890381645422,130000
3,7,95.0,38.5834656,68.7891768,950000
2,18,85.0,,,586500
1,17,42.0,38.5615057,68.739065,105000
5,14,146.0,,,898260
6,4,210.0,,,1690500
1,2,25.0,38.5305762,68.7763022,250000
2,1,200.0,38.5615057,68.739065,260000
3,4,90.0,38.5871679,68.7869964,650000
5,4,166.0,,,1307740
1,5,42.0,38.5077678,68.7681578,230000
3,2,77.0,38.5615057,68.739065,680000
3,4,67.0,38.54557415,68.82363701984585,565000
6,15,166.0,,,1145000
2,4,62.0,,,380000
5,16,148.0,,,859510
2,9,48.0,38.5853222,68.71890381645422,364800
3,16,143.0,38.52225355,68.74991793788521,670000
6,11,178.0,,,1187260
1,13,60.0,,,393300
4,1,100.0,38.5871679,68.7869964,920000
6,17,154.0,,,867790
5,2,122.0,38.5615057,68.739065,1192550
4,4,90.0,38.5853222,68.71890381645422,677000
4,1,85.0,,,529000
1,3,26.0,38.5305762,68.7763022,250000
5,2,100.0,38.5077678,68.7681578,646000
1,5,43.0,38.5507163,68.8305472,250000
4,1,65.0,38.5305762,68.7763022,700000
3,1,68.0,38.5305762,68.7763022,600000
1,1,50.0,38.54557415,68.82363701984585,220000
3,13,90.0,38.5425835,68.81521423589763,870000
1,2,32.0,,,180000
2,4,50.0,,,295000
4,8,100.0,38.5853222,68.71890381645422,630000
3,4,62.0,38.5305762,68.7763022,450000
1,9,37.0,38.5858337,68.793715,230000
2,7,50.0,38.5615057,68.739065,345000
1,10,57.0,38.5507163,68.8305472,357390
1,9,61.0,38.5305762,68.7763022,325000
5,3,50.0,,,750000
3,5,144.0,38.577858,68.7915239,1215000
2,7,63.0,,,734500
4,3,75.0,38.5305762,68.7763022,590000
2,1,52.0,38.5615057,68.739065,355000
3,7,124.0,38.5507163,68.8305472,720000
2,18,65.0,38.5707484,68.7886955,535000
2,9,60.0,38.5871679,68.7869964,400000
2,9,83.0,38.5305762,68.7763022,580000
1,4,30.0,38.5507163,68.8305472,250000
3,8,50.0,,,398000
2,5,52.0,38.5615057,68.739065,410000
2,14,58.0,38.5615057,68.739065,430000
2,0,52.0,38.5826377,68.71973186087409,250000
5,3,77.0,38.5615057,68.739065,650000
2,13,52.0,38.5507163,68.8305472,600000
2,4,47.0,38.54557415,68.82363701984585,470000
1,13,44.0,38.5215622,68.74921245,135000
2,9,60.0,,,478000
4,2,95.0,38.58288255,68.7482971,635000
3,4,67.0,38.5615057,68.739065,520000
2,2,64.0,38.5208346,68.74790775,587692
2,4,40.0,38.5507163,68.8305472,165000
1,15,46.0,38.5834656,68.7891768,290000
3,4,54.0,,,510000
4,3,80.0,,,665000
2,12,78.0,38.5622541,68.7941789,883000
2,6,65.0,,,482000
3,2,50.0,,,1021500
3,3,80.0,,,670000
3,6,68.0,38.5853222,68.71890381645422,550000
3,13,92.0,38.5707484,68.7886955,910400
2,4,57.0,,,690000
4,2,70.0,,,977000
2,7,53.0,38.5077678,68.7681578,195000
3,1,150.0,38.5871679,68.7869964,158900
2,10,60.0,38.5266002,68.74827971106365,320000
1,3,30.0,38.5305762,68.7763022,105000
6,15,152.0,,,908960
2,9,96.0,,,680480
3,7,70.0,38.5823233,68.74831405,520000
2,2,54.0,38.5215622,68.74921245,399000
3,7,110.0,38.5615057,68.739065,690000
2,12,38.0,38.5615057,68.739065,228000
3,1,59.0,,,800000
3,14,146.0,,,898270
3,1,90.0,,,725000
2,6,50.0,,,420000
2,7,60.0,38.5507163,68.8305472,317000
2,16,101.0,38.5834656,68.7891768,520000
1,7,42.0,,,312990
2,16,118.0,,,702930
2,12,52.0,38.5507163,68.8305472,290000
6,15,227.0,,,1566300
2,11,98.0,,,664930
3,13,122.0,,,785680
6,15,218.0,,,1504200
1,4,26.0,,,240000
3,1,53.0,,,400000
1,6,32.0,38.5615057,68.739065,145000
3,5,79.0,38.5615057,68.739065,540000
1,9,48.0,38.5112209,68.73803768568288,218880
1,8,41.0,38.5112209,68.73803768568288,186960
4,3,65.0,38.5507163,68.8305472,570000
1,3,50.0,,,212000
3,3,63.0,,,590000
2,19,79.0,38.58082175,68.79496615744759,405000
2,4,51.0,,,350000
2,1,38.0,38.5507163,68.8305472,330000
1,19,67.0,38.58082175,68.79496615744759,343000
1,17,47.0,,,279980
3,5,50.0,,,820000
6,16,168.0,,,1159200
4,6,108.0,,,813560
1,8,58.0,38.5305762,68.7763022,300000
6,10,162.0,,,1108480
4,2,80.0,38.5112209,68.73803768568288,560000
2,3,57.0,38.5853222,68.71890381645422,465000
4,6,138.0,,,1039550
1,10,68.0,,,461380
2,17,86.0,,,593400
1,4,43.0,,,320000
1,10,66.0,,,462230
1,3,40.0,,,322000
2,14,73.0,38.5507163,68.8305472,399000
3,13,133.0,38.584950250000006,68.76348722496377,1280000
3,1,124.0,,,782000
2,4,50.0,,,350000
1,4,30.0,38.53068645,68.74526127900722,255000
2,3,42.0,38.5305762,68.7763022,295000
3,10,65.0,38.5737759,68.8016005,735000
4,6,100.0,38.5615057,68.739065,580000
3,5,50.0,,,650000
1,1,50.0,,,375000
2,4,46.0,38.5507163,68.8305472,335000
2,4,60.0,38.5615057,68.739065,599000
2,1,54.0,38.5871679,68.7869964,382000
2,4,55.0,38.5425835,68.81521423589763,395000
2,1,48.0,38.5635832,68.7537962,400000
3,8,50.0,,,750000
1,2,51.0,38.5305762,68.7763022,225000
2,8,54.0,,,650000
2,5,94.0,,,700000
2,2,44.0,38.5871679,68.7869964,360000
2,4,55.0,38.52225355,68.74991793788521,490000
2,3,52.0,38.5305762,68.7763022,300000
2,4,63.0,38.5112209,68.73803768568288,388000
3,6,104.0,,,730000
2,2,38.0,38.5507163,68.8305472,343000
3,2,65.0,,,547200
3,9,57.0,38.5615057,68.739065,520000
2,3,44.0,,,396000
2,4,58.0,38.58569185,68.72512473468157,340000
2,4,38.0,38.55844695,68.74822573217185,310000
2,1,37.0,38.55844695,68.74822573217185,285000
1,10,57.0,38.5615057,68.739065,251000
2,2,51.0,38.5305762,68.7763022,215000
2,1,39.0,,,350000
3,4,96.0,38.5858337,68.793715,395500
2,9,60.0,38.5305762,68.7763022,260000
1,9,67.0,38.52225355,68.74991793788521,300000
1,6,36.0,38.5615057,68.739065,300000
1,5,42.0,38.5305762,68.7763022,190000
3,7,97.0,,,420000
2,10,50.0,,,250000
2,4,54.0,38.5615057,68.739065,387000
2,20,64.0,38.5615057,68.739065,200000
3,6,58.0,38.5305762,68.7763022,700000
2,8,57.0,,,440000
2,4,47.0,38.54670385,68.74736905,420000
5,3,102.0,38.5635832,68.7537962,890000
1,3,33.0,38.52874565,68.7448214,230000
2,2,48.0,38.5305762,68.7763022,265000
4,4,66.0,38.52399065,68.74912565571961,525000
4,4,80.0,,,527800
3,4,80.0,38.53839425,68.754725015596,750000
4,3,100.0,38.5615057,68.739065,889200
3,1,77.0,,,565000
2,2,50.0,38.4931822,68.7581947,285000
3,10,153.0,38.5234594,68.74951586109968,910000
2,14,72.0,38.5635832,68.7537962,380000
3,7,85.0,,,695000
3,3,70.0,38.53258295,68.73744528032304,390000
2,5,54.0,38.5507163,68.8305472,351000
1,16,53.0,38.5853222,68.71890381645422,160000
2,12,61.0,38.5871679,68.7869964,420000
3,4,47.0,38.5507163,68.8305472,330000
2,9,72.0,38.5666857,68.80115682489688,290000
4,3,58.0,38.5871679,68.7869964,650000
1,17,54.0,38.5832623,68.7107404123386,150000
3,11,109.0,,,550000
3,3,110.0,38.5834656,68.7891768,1250000
2,5,80.0,,,460000
2,4,63.0,38.5871679,68.7869964,640000
2,3,42.0,38.5305762,68.7763022,295000
3,7,103.0,38.5305762,68.7763022,450000
2,2,50.0,,,160000
3,13,50.0,,,950000
4,1,75.0,38.5263861,68.88872453218227,240000
4,1,83.0,38.52225355,68.74991793788521,786600
1,4,26.0,38.5507163,68.8305472,240000
3,4,66.0,,,490000
1,3,38.0,,,305000
1,1,43.0,38.5305762,68.7763022,260000
3,1,53.0,38.5112209,68.73803768568288,450000
2,4,52.0,38.5559114,68.9263172,145000
1,1,27.0,38.5615057,68.739065,151000
1,5,40.0,38.50599805,68.75511569013814,165000
4,5,110.0,38.5425835,68.81521423589763,638000
5,4,116.0,38.5305762,68.7763022,870000
1,5,36.0,38.5507163,68.8305472,270000
2,15,60.0,38.54670385,68.74736905,429000
2,12,60.0,38.5853222,68.71890381645422,380000
2,4,100.0,38.5507163,68.8305472,780000
2,7,50.0,38.584950250000006,68.76348722496377,399995
2,5,50.0,,,350000
2,2,56.0,,,431500
3,4,65.0,,,524400
3,8,106.0,38.5615057,68.739065,1140000
2,5,105.0,38.4881522,68.7153354,1000000
2,5,50.0,,,1000000
3,2,50.0,38.5871679,68.7869964,310000
3,1,25.0,,,380000
4,2,100.0,38.5615057,68.739065,650000
3,8,80.0,38.55014405,68.76102166353772,570000
2,12,81.0,38.584950250000006,68.76348722496377,900000
2,1,45.0,38.5776615,68.7225776,433000
4,2,73.0,38.5849938,68.7245146,625000
2,2,50.0,38.5305762,68.7763022,450000
2,5,69.0,38.5615057,68.739065,385000
2,6,82.0,38.5507163,68.8305472,645000
1,11,50.0,,,220000
2,9,93.0,38.5507163,68.8305472,960000
3,8,64.0,38.5621345,68.75583104243432,620000
1,16,44.0,38.5853222,68.71890381645422,120000
1,2,37.0,38.53258295,68.73744528032304,245000
3,1,70.0,38.5208346,68.74790775,500000
3,10,105.0,38.5871679,68.7869964,1072550
3,9,96.0,38.57144665,68.75630004640139,750000
2,5,64.0,38.5215622,68.74921245,250000
3,4,70.0,38.5499408,68.80967076108868,470000
1,4,60.0,,,410000
4,15,92.0,,,460000
3,6,138.0,,,1039490
5,17,208.0,,,1435200
2,3,42.0,38.5834656,68.7891768,290000
1,5,50.0,38.52399065,68.74912565571961,455000
3,2,78.0,38.52225355,68.74991793788521,751080
2,6,63.0,38.6134776,68.7843731,580000
2,10,90.0,38.5507163,68.8305472,529000
6,7,239.0,,,1759040
2,3,74.0,38.5507163,68.8305472,480000
3,14,112.0,38.57159655,68.76501266615352,720000
4,1,65.0,,,600000
3,8,140.0,,,1038450
2,10,58.0,38.4881522,68.7153354,283257
3,4,60.0,38.5615057,68.739065,570000
3,14,112.0,38.5853222,68.71890381645422,750000
1,6,41.0,38.5853222,68.71890381645422,220000
1,10,53.0,,,350000
3,9,75.0,38.5615057,68.739065,578000
2,4,48.0,38.52399065,68.74912565571961,425000
4,7,104.0,,,765440
2,2,78.0,,,510000
4,3,134.0,38.5425835,68.81521423589763,2000000
2,8,67.0,38.5234594,68.74951586109968,595000
4,8,70.0,38.5615057,68.739065,701840
4,4,106.0,,,835070
1,3,30.0,38.5305762,68.7763022,230000
6,9,176.0,,,1214400
2,8,110.0,,,796950
2,4,78.0,38.52225355,68.74991793788521,761000
1,3,30.0,38.5456775,68.7773484,240000
6,17,223.0,,,1538700
3,2,50.0,,,670000
2,4,62.0,38.5823233,68.74831405,460000
1,10,59.0,,,400310
2,8,75.0,,,570000
5,5,122.0,,,940010
2,3,54.0,38.5615057,68.739065,513000
6,17,214.0,,,1476600
6,12,164.0,,,1065670
2,3,48.0,38.5305762,68.7763022,245000
1,5,56.0,,,434060
6,17,134.0,,,755090
1,4,54.0,38.5871679,68.7869964,470000
2,17,74.0,,,416990
3,5,98.0,38.5615057,68.739065,678000
2,16,88.0,,,524210
4,7,50.0,,,889000
2,13,65.0,,,300000
2,1,49.0,38.5305762,68.7763022,400000
2,15,65.0,38.5575994,68.76368975457416,340000
2,13,70.0,,,450800
5,12,144.0,,,935706
1,1,52.0,,,380000
4,5,102.0,,,785910
2,14,72.0,38.5834656,68.7891768,550000
2,12,76.0,38.562076,68.7984058,866000
1,5,65.0,38.5737759,68.8016005,699000
6,18,160.0,,,1104000
2,2,50.0,,,385000
6,5,172.0,,,1186800
3,3,120.0,,,966000
4,16,155.0,,,1069500
1,10,41.0,38.5615057,68.739065,191634
2,6,61.0,38.5296206,68.74739629999999,465000
3,14,149.0,38.5688829,68.7908893,1028100
2,1,37.0,38.5305762,68.7763022,372000
4,2,74.0,,,743000
3,2,57.0,,,531000
2,6,68.0,38.5112209,68.73803768568288,440000
4,4,102.0,,,400000
1,7,43.0,,,350000
2,5,67.0,38.5507163,68.8305472,475000
3,11,72.0,38.5739136,68.7854047,600000
1,6,32.0,38.5615057,68.739065,145000
4,1,90.0,,,300000
3,12,120.0,38.584950250000006,68.76348722496377,855000
2,9,56.0,38.5707484,68.7886955,736000
3,1,70.0,38.58569185,68.72512473468157,450000
1,4,66.0,38.4881522,68.7153354,449000
3,13,90.0,38.4881522,68.7153354,1000000
2,6,84.0,38.5853222,68.71890381645422,450000
2,7,50.0,,,379900
3,16,100.0,38.5507163,68.8305472,540000
2,10,60.0,38.584950250000006,68.76348722496377,470000
2,0,65.0,38.5507163,68.8305472,250000
2,13,65.0,38.5853222,68.71890381645422,440000
2,7,80.0,,,850000
2,0,50.0,,,350000
1,5,40.0,38.5615057,68.739065,218000
3,3,108.0,38.5859732,68.79927069760828,8814000
2,4,123.0,38.5706843,68.7897228,971208
2,9,90.0,,,659880
2,18,68.0,38.563966,68.7969471,750000
3,13,50.0,,,954600
3,5,130.0,38.5859732,68.79927069760828,8814000
3,4,100.0,,,1465100
2,6,68.0,,,619850
3,6,140.0,38.566674,68.78088647724358,1521470
2,7,92.0,,,587710
3,10,50.0,,,492480
3,5,147.0,38.533662,68.6677214,2260000
2,11,112.0,,,1582000
1,6,60.0,38.5776615,68.7225776,362520
4,3,94.0,38.5507163,68.8305472,460000
3,4,107.0,38.5507163,68.8305472,672000
2,2,55.0,38.5615057,68.739065,425000
2,6,63.0,38.54383815,68.7246305,230000
4,6,100.0,38.5615057,68.739065,830000
4,4,100.0,,,876260
2,12,57.0,38.5871679,68.7869964,290000
2,2,62.0,,,442000
2,5,50.0,38.5365701,68.74046977586042,451920
2,6,53.0,38.5853222,68.71890381645422,185000
3,2,107.0,38.5305762,68.7763022,295000
1,12,35.0,,,145000
