iter	RMSE
703	182560.3934
704	182492.0908
705	182438.0137
706	182436.6664
707	182398.8614
708	182348.7639
709	182137.5733
710	182084.383
711	182051.3687
712	182050.7031
713	181985.2166
714	181971.6426
715	181962.1088
716	181677.8198
717	181624.4292
718	181623.3717
719	181621.1865
720	181561.041
721	181509.7298
722	181509.23
723	181407.1635
724	181346.292
725	181288.3011
726	181197.1057
727	181117.721
728	181088.2129
729	181026.9172
730	180967.9294
731	180912.8435
732	180853.1905
733	180775.3886
734	180761.1067
735	180703.5966
736	180647.0674
737	180642.6458
738	180629.2595
739	180557.9702
740	180419.4168
741	180339.4895
742	180287.3927
743	180258.8642
744	180201.8577
745	180064.7162
746	180063.1534
747	180048.7167
748	179882.7743
749	179770.8131
750	179728.2765
751	179655.5144
752	179574.4206
753	179526.9412
754	179484.3857
755	179435.5462
756	179398.9146
757	179327.755
758	179212.1857
759	179211.6192
760	179139.4856
761	179087.9123
762	178997.9975
763	178847.4882
764	178817.6152
765	178555.0907
766	178512.157
767	178461.445
768	178451.9833
769	178391.0431
770	178390.5487
771	178348.2709
772	178215.7642
773	178214.1069
774	178198.59
775	178135.3557
776	178133.7205
777	178115.2833
778	178051.5854
779	178038.6542
780	177824.0582
781	177814.0549
782	177787.749
783	177653.6455
784	177595.4911
785	177584.9479
786	177528.5025
787	177458.953
788	177402.0588
789	177400.854
790	177309.8676
791	177254.8472
792	177196.7421
793	177165.3056
794	177035.6216
795	177030.469
796	176965.3252
797	176964.7321
798	176839.6985
799	176814.6798
800	176691.4106
801	176584.9986
802	176338.7812
803	176298.1883
804	176265.6551
805	176201.9584
806	176161.4713
807	175961.9977
808	175947.3887
809	175916.7038
810	175857.6802
811	175826.6942
812	175760.2833
813	175729.4543
814	175694.9803
815	175442.5927
816	175277.3668
817	175258.777
818	175199.6833
819	175170.9577
820	175116.3755
821	175056.7368
822	175026.6467
823	174896.651
824	174850.4033
825	174671.0985
826	174629.3289
827	174627.5163
828	174510.0064
829	174507.7318
830	174337.6645
831	174335.8859
832	174316.4011
833	174258.9993
834	174174.0699
835	174112.6042
836	174078.4871
837	173954.0361
838	173842.4389
839	173828.0446
840	173771.0695
841	173731.1876
842	173696.203
843	173659.8789
844	173601.7834
845	173600.3171
846	173591.2003
847	173548.2734
848	173423.9401
849	173417.2055
850	173178.6097
851	173178.0622
852	173069.0947
853	172953.6619
854	172885.0676
855	172851.6144
856	172822.9123
857	172821.0901
858	172746.5682
859	172716.5255
860	172619.7501
861	172592.6552
862	172572.2561
863	172543.7519
864	172521.912
865	172486.0652
866	172441.0481
867	172421.2221
868	172397.2738
869	172396.082
870	172339.7802
871	172108.082
872	172085.0253
873	172013.0659
874	171992.7329
875	171953.0568
876	171942.2446
877	171929.8746
878	171861.1585
879	171726.097
880	171712.7512
881	171631.7125
882	171417.8281
883	171404.9048
884	171394.6373
885	171393.2862
886	171315.2219
887	171288.8123
888	171078.3082
889	171032.6397
890	171030.5658
891	170979.4918
892	170915.3835
893	170867.472
894	170828.289
895	170792.4554
896	170692.5136
897	170578.1011
898	170488.4515
899	170385.8679
900	170306.9518
901	170306.4287
902	170306.0958
903	170274.8214
904	170241.9393
905	170241.5037
906	170196.2794
907	170171.5
908	170170.0665
909	170129.9597
910	170038.1934
911	170019.3012
912	170012.0645
913	169958.8407
914	169909.9664
915	169842.4512
916	169836.6498
917	169796.2163
918	169774.5503
919	169674.7408
920	169629.2374
921	169564.4903
922	169560.9257
923	169529.3686
924	169519.1622
925	169495.2023
926	169430.3593
927	169407.7529
928	169310.5171
929	169298.4994
930	169245.5608
931	169224.8264
932	169172.0835
933	169170.9898
934	169149.4817
935	169131.4409
936	169026.072
937	169017.5084
938	168923.936
939	168879.1382
940	168855.9568
941	168801.9464
942	168767.5591
943	168692.3546
944	168677.9157
945	168656.0752
946	168640.374
947	168639.9425
948	168505.6437
949	168436.1818
950	168417.3021
951	168397.6202
952	168355.1264
953	168346.7509
954	168334.8412
955	168296.3246
956	168293.7802
957	168203.043
958	168191.2073
959	168170.9174
960	168124.1686
961	168035.9231
962	168035.6316
963	168021.5594
964	168002.5359
965	168001.562
966	167959.0187
967	167918.8138
968	167896.544
969	167885.8551
970	167885.5618
971	167872.3718
972	167854.7336
973	167827.9016
974	167758.1968
975	167723.9639
976	167704.4415
977	167686.5178
978	167530.0649
979	167498.4135
980	167314.0428
981	167265.714
982	167137.3534
983	167115.5416
984	167073.6985
985	167041.6458
986	167022.1345
987	166983.1201
988	166935.3791
989	166927.4833
990	166863.803
991	166675.0529
992	166635.469
993	166551.9514
994	166500.8709
995	166476.4902
996	166451.9816
997	166442.5454
998	166385.4889
999	166345.1363
